employee_id,age,gender,department,position,education,years_at_company,monthly_income,performance_rating,job_satisfaction,work_life_balance,distance_from_home,overtime,promotion_last_5years,training_times_last_year,attrition
472,18,Male,Sales,Director,Bachelor,1.611067675037658,83525.9627626887,2,5,3,8.784567315693623,No,0,2,0
473,22,Male,Sales,Director,High School,7.158392190991172,34218.13761079588,2,4,3,0.38863751867573737,No,1,1,0
474,45,Male,Finance,Manager,Bachelor,0.8335052054587679,64913.173500174875,4,5,2,6.696201560236302,No,0,4,0
475,48,Male,R&D,Manager,Master,0.28724987787686,87602.52686202114,3,2,2,12.448967382586815,Yes,0,8,0
476,33,Female,R&D,Manager,Bachelor,1.1512118467244066,94778.66778781325,3,2,1,20.32186991015292,No,1,5,0
477,39,Female,HR,Junior,Master,0.3317087464051636,91808.98022208753,5,4,3,27.18653578627956,Yes,0,3,0
478,37,Female,Sales,Mid-Level,Bachelor,0.4129503980112743,82993.34786184701,3,4,2,3.9666478918718533,Yes,0,4,0
479,59,Female,R&D,Lead,PhD,2.558895855653925,47018.16711881271,2,2,1,1.4598858038792153,No,1,3,0
480,43,Male,Marketing,Manager,High School,0.18850610290012837,99515.20887166895,2,3,3,2.7040016293670144,No,1,3,0
481,33,Female,R&D,Mid-Level,High School,0.09425801941206319,47589.96588737222,4,4,2,14.968751098056599,No,0,5,0
482,27,Male,Operations,Senior,PhD,3.759637273897167,102364.39551135813,4,3,2,35.572974868658164,No,0,4,0
483,22,Male,Operations,Manager,PhD,1.3465920170463146,90692.61893704263,3,4,1,6.280968229837088,No,0,3,0
484,36,Female,R&D,Lead,High School,0.4018813656351277,108972.53786848843,4,3,3,3.64351783537447,No,1,1,0
485,28,Male,Marketing,Senior,PhD,0.8775322186081176,75621.71210040743,4,3,3,5.606998937959434,No,0,3,1
486,23,Female,Operations,Senior,Master,3.082391887291205,54530.89731972448,4,5,2,3.6357461292710207,Yes,0,6,0
487,29,Male,Finance,Lead,Bachelor,0.9669719722178026,42683.68689601876,5,2,2,2.9636973206221064,Yes,0,2,0
488,26,Female,R&D,Manager,High School,2.0467470958190486,45460.516635676846,4,3,3,9.007883974191161,No,1,1,0
489,48,Female,Finance,Junior,PhD,0.3892851434560701,34080.631284824674,4,4,1,0.15861105290767688,No,1,3,0
490,42,Female,R&D,Lead,Master,2.660877693615096,98550.07292341412,3,2,3,3.005002063929493,No,1,4,0
491,34,Female,Engineering,Lead,High School,1.1397328220392273,101685.42382581,2,3,3,10.828828805154815,No,0,2,1
492,46,Female,Engineering,Lead,PhD,2.9582767109715586,88842.4981314212,2,4,1,0.3258796271514525,No,1,1,0
493,35,Male,Engineering,Senior,High School,4.956956110467174,74173.97719816804,4,3,1,0.868679143815382,Yes,0,3,1
494,28,Male,Operations,Mid-Level,PhD,2.837517192299222,126523.9859115628,4,3,3,3.472850880654446,Yes,0,2,0
495,47,Male,Finance,Junior,High School,1.0518552337131253,72546.28792589981,4,3,2,21.021355015016336,No,1,7,0
496,39,Female,Finance,Manager,Master,0.8861094489145882,80522.92020359733,2,4,1,14.476854573052794,No,0,3,0
497,26,Male,Finance,Manager,Master,1.189906922792399,73803.71216677202,4,4,3,0.22405774550490293,Yes,0,3,0
498,33,Female,Marketing,Mid-Level,Bachelor,0.5396075466239332,66542.2983384138,5,4,2,6.965786948533626,No,1,6,0
499,27,Male,Finance,Lead,High School,0.5996431417325615,90774.36224577745,4,1,2,3.211526742237358,No,0,5,0
500,23,Male,Marketing,Junior,Bachelor,4.691832410453536,59162.582769886925,4,4,2,10.459600463955283,No,0,5,0
501,42,Female,Engineering,Manager,High School,1.4570948122250802,57485.554337134,4,5,3,12.785307126366376,Yes,0,5,0
502,50,Male,Engineering,Director,PhD,1.7180774472989202,92036.73463523385,5,3,2,19.867717692616736,No,0,7,0
503,23,Male,Operations,Manager,PhD,2.7045718895235424,62559.790835941516,4,4,4,6.451501634275566,Yes,1,1,0
504,39,Male,R&D,Lead,Bachelor,2.6722600272946067,78337.05070187949,4,4,3,51.939733055104284,No,0,4,0
505,29,Female,Engineering,Director,High School,0.20926228475248898,66466.79700591182,3,4,1,39.11328610931285,No,1,0,0
506,31,Female,R&D,Mid-Level,Bachelor,5.343184841718823,74711.21754433379,2,5,2,21.384845728741343,No,0,4,0
507,30,Male,R&D,Junior,Master,0.585587823104609,58167.7720383344,4,2,2,8.55359086977826,No,0,6,0
508,28,Male,Operations,Mid-Level,Bachelor,3.851989260416582,58985.281181272665,2,3,3,5.075085272584241,Yes,0,2,0
509,35,Male,Sales,Mid-Level,Bachelor,4.4440707580467045,54506.69695474289,5,3,3,4.531643060678648,Yes,1,2,0
510,28,Female,Sales,Junior,PhD,3.764740946612781,96083.25274653628,3,3,3,0.12198854477396434,No,0,3,0
511,37,Female,HR,Junior,Bachelor,2.595208051915164,79297.12085628323,4,2,1,2.8658200740176047,Yes,1,2,1
512,34,Male,Operations,Manager,High School,0.044150277980604544,97963.77059484161,3,4,3,12.687184044999205,Yes,0,7,0
513,33,Male,HR,Manager,PhD,1.3406219448770036,100634.66411359905,3,1,1,9.254124583447652,No,1,2,0
514,27,Male,HR,Junior,Bachelor,2.785389266220455,63502.141821608166,5,3,3,24.81977214786057,No,1,4,0
515,30,Female,Sales,Director,Master,1.4703804685901751,97039.62460971408,3,4,3,0.5131673352177949,No,1,3,0
516,41,Female,Operations,Senior,Bachelor,5.973850155561632,74646.98195166417,3,2,2,1.687460462509966,Yes,1,2,0
517,39,Male,Sales,Manager,Bachelor,1.1079880601425005,71033.1623630187,2,5,2,15.570532132680961,No,0,3,0
518,27,Male,HR,Senior,Bachelor,1.042443972888534,106309.17741651938,4,4,3,4.439579908589852,No,1,2,0
519,35,Male,Operations,Director,PhD,0.9277293223410792,88844.2115703858,3,3,3,1.2595483447264557,No,0,1,0
520,41,Female,HR,Junior,High School,1.2139102641863089,66189.39362340681,4,3,2,56.409499673330686,Yes,0,3,0
521,21,Male,Finance,Director,Master,2.4453002030474016,87219.8328881662,4,2,2,15.476389341823701,No,0,3,0
522,39,Female,R&D,Manager,Bachelor,3.682904610630124,43357.183695760265,4,4,3,5.255011794737744,No,0,0,0
523,29,Female,Operations,Mid-Level,High School,3.2591730799953984,81182.82452849043,4,2,1,17.335706224946065,No,0,2,0
524,39,Male,Operations,Junior,High School,4.946373894875129,37510.211228545406,4,4,1,11.413231601160664,No,0,3,1
525,28,Male,R&D,Lead,PhD,6.51240806868689,50390.00935329542,3,4,1,15.605275629626078,Yes,0,1,0
526,20,Male,HR,Senior,Master,5.079747574863568,89615.99245672798,4,2,1,16.885156310066925,Yes,0,2,1
527,21,Female,Finance,Director,PhD,0.05738150073827282,30000.0,3,4,3,0.8853473666608908,No,0,5,0
528,35,Female,Marketing,Junior,High School,3.9944863263555024,120062.79647686888,4,1,4,9.754381781732581,No,1,4,0
529,37,Female,R&D,Director,High School,0.701095579863427,95862.31801761503,3,5,3,0.06808679518382563,No,1,2,0
530,27,Male,Sales,Junior,High School,0.42789992976703883,30000.0,4,2,1,0.4442874760508584,No,1,3,0
531,40,Male,HR,Manager,PhD,3.052386641387318,134962.46516733075,3,4,3,23.431988701913745,No,0,2,0
532,21,Female,R&D,Manager,Master,1.15585469487907,141852.59731215044,3,3,2,7.498524011571722,No,0,2,0
533,34,Female,R&D,Manager,Bachelor,0.1764397482704772,70487.70852525654,4,4,1,13.314349790883316,Yes,1,6,0
534,25,Male,Operations,Director,PhD,0.4442116742522998,51837.77338249391,4,3,4,18.23256269113129,No,1,2,0
535,29,Female,Sales,Lead,High School,0.0027895471368653947,117157.5893550716,2,2,2,29.87501590042868,Yes,1,3,0
536,35,Female,Sales,Manager,PhD,7.006057195897577,66405.24656399351,4,4,4,20.352550853609884,Yes,0,2,0
537,28,Male,Sales,Junior,High School,0.0747782198323999,79025.98769532135,4,3,2,6.603150012739258,No,0,3,0
538,31,Female,R&D,Manager,Bachelor,0.7051010140447732,105432.24334806918,5,4,3,4.0942841270507975,No,1,4,0
539,43,Female,Marketing,Mid-Level,Bachelor,1.614913093052269,71162.21340517009,4,4,1,1.6781911091918789,No,0,1,0
540,30,Female,Engineering,Manager,Master,1.3228322961829402,68973.6437420833,3,3,2,5.11361571505793,No,0,2,0
541,41,Male,HR,Director,High School,7.281924813274729,43190.12556986953,3,3,2,4.5648514377295974,No,1,6,0
542,25,Male,Engineering,Lead,Master,0.1233690748965644,59236.42260654961,4,1,3,8.200147503244118,Yes,1,1,1
543,39,Female,R&D,Mid-Level,Master,2.153639834083005,68480.7538435983,4,4,3,10.95146527633704,No,0,1,0
544,46,Male,Engineering,Director,Bachelor,3.422801181544541,44035.92027413332,3,3,3,38.316177378741905,No,0,3,0
545,18,Male,R&D,Director,PhD,8.051447534781033,46301.604544765556,3,3,3,13.033740234007485,No,1,3,0
546,28,Male,Engineering,Director,PhD,2.905684449269916,75840.03291609974,4,2,3,10.321184279493007,Yes,0,1,0
547,39,Male,Sales,Junior,Master,4.885177808970779,30000.0,3,3,2,4.081072468872885,Yes,1,2,0
548,33,Female,Finance,Director,Bachelor,0.26231601956954403,53020.9246094667,3,5,2,0.35113192138019605,No,1,2,0
549,37,Female,Sales,Junior,High School,1.4629855178941387,123614.84983992556,3,3,3,3.3985312578817557,No,1,3,0
550,30,Male,Sales,Director,PhD,1.4049613852012954,66363.28382149819,3,4,3,14.629503787659626,No,1,4,1
551,35,Male,Operations,Senior,Master,6.522264739328179,63231.91479490372,3,4,3,2.297552867491603,No,0,2,0
552,33,Male,Operations,Mid-Level,PhD,0.49240012402808137,66251.35413712899,4,4,2,12.454484626952052,No,0,4,0
553,44,Female,Engineering,Senior,PhD,0.4942212643898015,66646.19046364169,3,3,1,8.669765206828192,No,0,4,1
554,37,Female,R&D,Director,High School,1.1949835913070779,89371.7217459596,3,4,4,1.8856927691568703,No,0,4,0
555,37,Male,Sales,Mid-Level,Bachelor,0.16801644544760955,87621.65382944501,3,4,3,3.033031910108818,No,0,5,0
556,31,Female,Engineering,Mid-Level,High School,0.6043591533267353,65231.03967338699,4,1,1,6.857815802892304,Yes,0,4,0
557,31,Female,Operations,Lead,Bachelor,10.075244700809803,69654.06442155145,3,3,3,5.419288618032213,No,1,5,0
558,31,Female,Finance,Senior,PhD,1.6768137375373326,107819.32794975149,4,2,4,15.076209818246248,No,0,2,0
559,38,Female,HR,Lead,Master,2.999173616926816,37242.38113824375,4,3,1,13.25781340987622,No,0,2,0
560,31,Male,Engineering,Mid-Level,High School,3.8850999331783616,73560.44958628197,1,3,3,8.54665442593666,Yes,0,5,0
561,37,Female,Finance,Junior,Bachelor,1.3716716709102288,78381.1635087808,1,4,4,17.275162437211517,No,0,1,0
562,51,Male,HR,Mid-Level,PhD,0.477785921224924,55582.92849752212,2,1,4,8.270661698544874,No,0,1,0
563,41,Female,Marketing,Lead,Bachelor,0.6942115321998892,72121.58491271756,4,3,4,33.35107907359919,No,0,1,0
564,32,Female,Engineering,Senior,Bachelor,1.1274268392096352,52208.088479952916,4,4,3,2.449088297683984,Yes,0,3,0
565,44,Female,Engineering,Director,Bachelor,3.0323681910426448,90929.22676753759,1,3,2,12.522250907850573,No,1,2,1
566,31,Female,Marketing,Director,PhD,1.523891912056284,41544.83361239052,5,4,1,4.619467842497112,No,1,6,0
567,18,Male,Marketing,Senior,Master,0.020514071963273577,101558.34156050149,2,3,1,3.2706925572311234,No,1,1,0
568,26,Male,Engineering,Director,Master,2.2232783703232304,73167.37107276106,4,5,2,1.9892358207005179,Yes,0,1,0
569,20,Female,Marketing,Director,Master,7.634481798881747,63799.15351415723,4,3,2,8.040865094796203,No,0,2,0
570,32,Female,Sales,Lead,Bachelor,5.01517867770581,49882.57250864316,4,4,1,2.4266974357731854,Yes,0,3,0
571,35,Male,HR,Senior,PhD,5.232533612548369,100766.44489968661,4,4,2,2.2358221182217126,Yes,0,3,0
572,48,Male,HR,Manager,Bachelor,4.7550850578366575,58703.44664915102,4,3,1,46.59827562435353,No,0,3,0
573,37,Male,HR,Junior,Master,1.1734922856832082,45818.786012637924,4,1,3,16.182133887702797,No,0,0,1
574,33,Female,Sales,Junior,Master,4.346984789038913,101286.58297520297,4,4,2,13.794252883293577,No,1,3,0
575,41,Female,R&D,Director,PhD,0.4635169808152606,52392.35466263354,4,3,3,15.801734539091408,No,0,3,0
576,18,Male,Marketing,Junior,Bachelor,3.2163447223083885,72637.94214638782,2,4,3,34.71283219750567,No,0,1,0
577,36,Male,Finance,Senior,High School,3.078053691495673,95470.09439343159,2,5,1,8.51619458813831,No,0,1,0
578,41,Female,Marketing,Senior,High School,0.07770716442235219,78948.94006952384,4,3,4,2.487740715248724,Yes,0,2,1
579,23,Female,Engineering,Mid-Level,Master,4.653084404833863,118271.28864674934,4,3,3,19.8202188477484,No,1,4,0
580,44,Male,Operations,Mid-Level,PhD,7.006816085051985,54126.24079280806,4,3,2,13.576319972741217,No,0,4,0
581,37,Male,HR,Junior,Bachelor,0.9335288519705295,69737.21658500648,4,3,1,5.34961758123311,No,0,5,0
582,31,Male,Marketing,Manager,Bachelor,5.020181396986908,71670.54649330795,4,4,2,6.416359572124638,No,0,4,0
583,40,Male,Finance,Mid-Level,Master,0.258000663960544,90530.87381434988,4,4,1,5.2975770750926685,No,0,3,1
584,53,Male,Engineering,Mid-Level,Master,2.7486311422651735,107215.57819595233,4,3,2,26.584340956733875,No,0,0,0
585,36,Female,Sales,Senior,Bachelor,1.9945356510063648,76840.41274071742,4,1,3,4.208807379573213,Yes,1,3,1
586,36,Female,R&D,Manager,Bachelor,2.368468998865593,71558.4042409929,3,3,3,33.10012389378977,Yes,1,4,0
587,31,Female,Sales,Director,Master,7.819401108293159,37925.203304253366,3,3,3,24.10969857685903,No,1,3,0
588,28,Female,Finance,Junior,Bachelor,6.151168927874547,77809.52974491738,4,4,1,9.956617587645454,No,0,3,1
589,41,Male,Engineering,Mid-Level,High School,4.612519290046773,58742.49975008866,3,1,1,8.67076307953893,Yes,0,1,0
590,28,Male,HR,Manager,Master,0.9593700085194141,90460.90776496923,5,4,2,4.621771840357718,Yes,0,3,0
591,35,Male,Marketing,Manager,Bachelor,7.285078643610463,64757.8952695493,2,4,1,0.18508621673559872,No,1,0,0
592,31,Male,Engineering,Junior,Master,0.30778533695131594,68984.04864074822,2,4,1,1.3653382253851818,No,1,4,0
593,38,Female,R&D,Manager,PhD,5.758694316643526,38493.29963541076,5,3,3,14.033645242649817,Yes,1,0,0
594,37,Female,Sales,Manager,Master,1.1932055092228815,30000.0,4,4,1,6.3778840198131785,Yes,0,4,0
595,43,Male,R&D,Manager,Master,0.16581616063076843,121524.67600459029,3,4,3,1.6232851726023934,No,0,4,0
596,30,Male,R&D,Mid-Level,PhD,3.320147963535063,78242.0977391319,4,4,1,3.064719743468287,No,0,2,0
597,32,Female,Finance,Junior,High School,0.789085175285857,85108.38694076521,4,3,4,29.533799276813305,Yes,0,3,0
598,27,Male,Finance,Manager,Bachelor,0.8374403094692002,52192.62592043117,4,3,3,4.574947292708005,Yes,0,3,0
599,31,Male,Marketing,Manager,PhD,1.0960538509517332,96888.09017946532,2,4,3,23.82515546842441,No,0,8,0
600,38,Female,Finance,Mid-Level,Master,0.19740921704466768,92378.49739760901,4,2,1,3.633195883367403,No,1,5,0
601,41,Female,Finance,Junior,Bachelor,0.584860736812297,54939.32013942976,4,3,3,7.835536110281291,No,0,3,0
602,27,Male,Engineering,Senior,PhD,0.015458642706993143,48512.36410386533,3,5,3,0.20689645610074053,No,0,2,1
603,41,Male,HR,Mid-Level,Bachelor,1.768575940399113,56686.807904318186,4,1,3,7.378833052480602,Yes,0,3,0
604,45,Female,Marketing,Junior,Bachelor,0.26405324846025363,74292.9337823222,4,3,3,10.131927070920813,No,0,3,1
605,38,Male,Engineering,Manager,PhD,3.443274666015344,79177.67507850564,4,3,3,2.669714905916188,No,1,1,0
606,50,Male,HR,Junior,Bachelor,0.8060818840443492,75959.85020596627,4,4,1,8.649732312673002,Yes,0,4,0
607,28,Female,R&D,Junior,High School,8.624483359309847,107468.2527160051,3,2,3,10.417626099597399,No,0,8,0
608,25,Male,Engineering,Director,PhD,6.149686138523133,57126.07874759854,3,4,3,11.611881878303949,No,1,1,0
609,20,Female,Operations,Junior,High School,1.0251094408929389,47833.45022427701,4,1,2,14.979113947977092,Yes,0,5,0
610,46,Male,Engineering,Senior,Master,4.586553891823046,75002.4755462955,4,1,1,3.7300649922154245,Yes,0,5,1
611,40,Female,Finance,Junior,Bachelor,4.877386483528333,32672.87960422635,4,4,2,8.38813519421527,Yes,1,4,0
612,34,Male,HR,Senior,Master,12.929255027028372,92393.43746276546,4,3,3,39.94265576610248,Yes,1,10,0
613,37,Male,Marketing,Manager,Master,2.732715680665979,77449.08161190317,3,5,1,22.84196903437161,No,0,5,1
614,25,Male,Marketing,Senior,Bachelor,0.2565616888860583,66549.04897725134,2,1,2,30.505143434554157,No,0,3,1
615,54,Male,HR,Manager,PhD,3.122478661407365,65161.17816877152,3,3,1,4.8798252295406215,No,0,3,0
616,36,Female,Finance,Manager,Bachelor,2.9423257504180045,97749.89455303081,1,2,3,15.461256392218976,Yes,1,2,0
617,35,Female,Sales,Senior,Master,3.0512399469476654,96953.69838346327,4,3,1,9.673155143151803,No,0,4,0
618,40,Male,Engineering,Mid-Level,Master,1.1008064169170404,68840.70353966617,3,5,3,0.8635895320494613,No,1,2,0
619,38,Male,Finance,Lead,PhD,5.891480380228435,89794.22058894696,4,4,2,17.3715986490737,No,1,2,0
620,36,Female,Operations,Junior,Bachelor,9.617300100088771,96584.26154600846,3,1,3,11.304165540202835,Yes,1,2,0
621,28,Female,R&D,Director,Master,0.7365989266008757,83388.15564061781,4,4,4,2.217911655942408,Yes,0,3,0
622,38,Male,HR,Lead,High School,0.2768464286678016,69863.37450928187,4,4,1,0.8309747260249618,No,0,5,0
623,50,Male,Engineering,Junior,Master,0.6490067092828299,84529.19268726502,1,2,2,18.14140858241725,No,0,5,0
624,45,Male,Marketing,Junior,Master,5.153611747918197,49022.83392676562,2,2,3,0.8218865719250468,No,1,4,0
625,47,Female,R&D,Manager,PhD,3.3870100762253816,76777.63923234814,3,5,2,0.9579955143016882,No,0,6,0
626,30,Male,Sales,Junior,High School,3.032194443526011,69171.84360934357,4,5,2,5.575823605833968,No,0,4,0
627,27,Female,Operations,Director,Master,1.5414559708203255,65253.3594051633,2,5,3,1.4479207498899656,No,0,1,0
628,33,Male,Marketing,Junior,Master,2.5870271926984794,31836.974703414242,4,4,4,24.495734537398942,No,0,6,0
629,35,Female,HR,Senior,High School,1.103962320041143,49310.05621468928,5,4,3,6.354141447884752,No,0,3,0
630,43,Male,Engineering,Lead,Bachelor,1.9456693474228783,62852.62939686546,4,3,2,8.41997553391725,No,0,1,0
631,21,Male,HR,Senior,Bachelor,4.726023050892292,97375.97951596891,3,2,2,26.325637115565588,Yes,0,3,1
632,47,Male,R&D,Director,Master,11.928340473719546,82145.58726009968,5,1,1,7.555827957168404,No,0,2,0
633,33,Female,Engineering,Junior,Master,8.086390798799581,98491.85620069754,2,4,3,4.363230744020413,Yes,0,2,0
634,31,Male,Finance,Director,Bachelor,8.148214283982538,106072.83456000325,4,4,3,15.953136600474062,Yes,1,4,0
635,26,Male,Sales,Manager,PhD,1.5436162007373384,83232.72863123738,4,4,3,5.849211299272787,No,1,3,0
636,21,Male,Finance,Senior,High School,1.8977928922517897,78507.33526700742,4,5,1,3.834141654656824,No,0,2,0
637,41,Male,Finance,Senior,High School,3.668808394762455,50675.150082869746,3,4,3,12.845664865002577,Yes,0,2,0
638,35,Female,HR,Mid-Level,PhD,7.660530301876584,124666.78161433272,3,5,2,16.17498696501597,No,1,2,0
639,24,Female,R&D,Junior,PhD,0.4594334663541646,39553.898207245235,3,2,2,15.688535505507469,No,0,1,0
640,24,Female,Sales,Manager,PhD,1.088259553621769,77968.35220521237,4,4,3,38.02021909728865,No,0,3,0
641,32,Male,Engineering,Senior,PhD,0.4498425326717833,95819.97508863456,3,4,1,15.449007141487918,No,0,3,1
642,48,Female,Engineering,Senior,PhD,2.840315772096332,96168.43943828344,5,3,3,14.69386603010869,No,0,2,0
643,32,Male,Operations,Manager,PhD,1.0971513769514845,46122.77273901691,5,5,3,19.48309802074541,No,0,0,0
644,22,Male,Marketing,Director,High School,1.1840555983164467,64502.42492831024,4,4,4,0.0018521244620906213,No,1,2,0
645,33,Male,Operations,Director,PhD,0.22066824253626,55026.13069705841,3,2,3,4.500934174432833,No,1,3,0
646,32,Male,Operations,Junior,Bachelor,1.2914076427103511,30000.0,4,1,3,13.378970208934804,Yes,0,4,1
647,18,Female,Engineering,Mid-Level,PhD,5.9523178844470825,78258.16854362404,5,4,3,9.155885062679733,No,0,4,0
648,34,Female,HR,Senior,PhD,0.7960902386351159,57059.615094000575,4,4,1,1.9549434136802013,Yes,0,1,0
649,33,Female,Finance,Mid-Level,High School,3.5641750039711604,112637.05711778364,3,5,2,3.6202219947337273,No,0,1,0
650,40,Male,R&D,Director,High School,2.979744913051498,90379.3609547168,2,2,3,4.106675339114553,Yes,0,2,0
651,49,Male,Finance,Director,PhD,5.9739537345400295,76035.04875535266,2,1,3,8.389318790707577,No,0,8,0
652,44,Male,Finance,Lead,High School,0.42568606885143623,63182.51169072828,4,3,3,17.814030610794514,No,1,2,0
653,32,Male,Sales,Junior,Master,11.394738664950781,77877.90174464187,4,1,2,26.955059074469556,Yes,0,8,0
654,26,Male,Engineering,Lead,High School,2.6213367492082593,68603.1546021055,4,1,2,13.866640808723723,No,1,0,0
655,55,Male,R&D,Lead,High School,16.19385117810851,76738.4777223277,3,5,1,18.511935374119645,Yes,0,4,0
656,35,Male,HR,Lead,High School,7.274757404333042,122540.89427079921,3,3,3,6.350593425102718,No,0,3,0
657,35,Male,Sales,Junior,High School,0.7512254230653375,48381.09611630806,3,3,3,4.939280611430123,No,0,4,0
658,34,Female,Marketing,Junior,Bachelor,0.17340224467630908,70783.95328379316,3,1,3,4.987464254844248,No,0,6,1
659,36,Female,HR,Manager,Bachelor,0.8856878183458274,92659.7100075556,2,3,2,9.57213065646863,No,1,5,0
660,33,Female,Operations,Mid-Level,Bachelor,2.2495567439976147,64996.47895535438,4,4,2,1.3265943638123747,Yes,0,1,0
661,30,Female,HR,Mid-Level,PhD,0.5647642919594635,114513.54601520924,4,4,3,8.662969656345293,No,0,5,0
662,30,Male,HR,Manager,PhD,0.5498211100897594,91961.47882529596,4,4,3,10.940214233860438,No,0,4,0
663,34,Female,Finance,Manager,Master,1.863001725759299,57027.739620759414,3,3,2,5.778717132601639,No,0,4,0
664,30,Female,HR,Director,Bachelor,0.10150181378953199,80101.71755687456,3,3,3,30.6117097084681,No,0,0,0
665,29,Male,Operations,Lead,PhD,0.3899436744851893,57384.781645304975,4,3,2,9.370376494400066,No,0,2,0
666,35,Male,Operations,Manager,High School,1.612850675447737,55083.542141147635,4,3,3,2.4846068267901726,No,1,5,0
667,32,Female,Engineering,Senior,High School,0.19563195036246728,71495.05050726047,1,4,3,6.524204048452081,Yes,1,6,0
668,47,Male,HR,Mid-Level,Bachelor,1.5162958696061446,106594.02904754452,4,3,3,11.251752935431158,No,0,1,0
669,18,Male,Finance,Manager,Master,1.927397936294689,93636.12599461792,3,4,3,3.910137211054399,Yes,0,6,0
670,43,Male,HR,Senior,Master,1.8004277737989975,74435.5598375686,4,2,2,0.8299212641572065,No,0,3,0
671,44,Male,Marketing,Senior,High School,6.1016809102269765,94529.6548700598,4,4,3,8.757142908058054,Yes,0,2,0
672,18,Male,Marketing,Senior,Master,2.2654664285896953,81715.46776039571,3,5,3,29.54017914807008,No,1,6,0
673,32,Male,Finance,Director,Bachelor,1.893225196948484,45752.67435936781,4,4,3,6.637281658807974,Yes,1,1,0
674,32,Male,Engineering,Director,High School,1.5865067280914995,71371.55952029224,3,4,3,23.65621602950459,No,0,4,1
675,23,Male,Engineering,Senior,PhD,5.105044140256294,73171.01010046336,4,5,1,18.01952775129735,No,0,2,0
676,28,Female,Operations,Director,PhD,6.763002479688767,94042.25842314906,3,4,4,1.5947976846972443,No,1,5,0
677,26,Male,Operations,Lead,Master,5.756920513094521,60838.23748494758,4,3,3,12.315835701918171,No,1,1,0
678,49,Male,Sales,Senior,High School,3.3584039980321707,52183.385608480734,4,3,2,5.71753825639817,No,0,1,0
679,42,Male,Finance,Lead,High School,0.44327954518003254,73861.32608032983,4,4,3,2.8801056008185126,No,0,3,0
680,45,Female,HR,Lead,PhD,0.972498673306259,58864.387400136184,3,4,1,11.61355161081702,No,0,1,1
681,40,Male,R&D,Senior,High School,0.14147314262188337,66912.2695104091,4,3,1,13.57359903863145,No,1,4,0
682,25,Male,Finance,Mid-Level,High School,8.013307144118205,72978.01067772185,3,3,2,1.9832450614950328,No,0,3,0
683,30,Female,Sales,Senior,High School,3.2434831213084117,65423.89590688862,3,5,3,24.58592118754842,No,1,2,0
684,38,Female,Operations,Senior,Master,4.115552135688752,99079.56857132041,4,2,3,13.90893898599023,Yes,0,2,0
685,25,Male,Finance,Director,High School,1.1200324894991518,110357.37765011053,3,3,3,27.08682888336105,No,0,5,0
686,40,Female,Finance,Senior,Bachelor,5.605666045084069,96572.76857395536,3,1,3,3.813676268616539,Yes,0,3,0
687,33,Male,Operations,Mid-Level,Master,0.9017074000175906,30720.07087112841,4,4,2,28.023886129852468,No,1,4,0
688,32,Male,Sales,Director,High School,0.004935328690327597,58950.65844245414,2,1,1,4.5968529932184845,No,0,2,1
689,40,Male,Operations,Junior,High School,1.41681040759664,70533.69702419512,4,4,1,0.55480745776627,No,1,6,0
690,38,Male,Engineering,Junior,Bachelor,2.5372275783541167,30000.0,3,1,3,14.395659846223401,Yes,0,2,0
691,32,Female,HR,Lead,Master,1.9543167185865837,53102.707071267985,1,4,4,12.157355283358962,Yes,1,2,0
692,44,Male,Operations,Lead,PhD,5.943160511702133,70214.25076918624,3,4,2,9.110818025909298,No,1,2,0
693,26,Male,Sales,Mid-Level,PhD,0.33415349021369467,63775.64797177346,4,3,3,6.731362306196776,No,0,4,0
694,39,Female,Marketing,Manager,Master,2.4211215968417106,75216.25443272297,4,3,4,0.32693940086606466,No,1,2,0
695,39,Female,Engineering,Junior,High School,2.158346261900129,40479.29096807615,1,3,1,9.7975583338651,No,0,2,0
696,32,Male,Marketing,Lead,High School,0.9913219151337228,63492.941232079094,1,3,3,5.392844539977527,No,0,2,0
697,37,Female,R&D,Junior,PhD,5.181762245655259,78797.74376816448,5,4,3,8.214565806737994,Yes,0,5,0
698,24,Male,Operations,Mid-Level,PhD,4.193263202322682,75255.03678562175,2,3,3,5.60928998262148,No,1,6,0
699,42,Female,Engineering,Mid-Level,PhD,3.959938113995727,86172.33944119707,4,4,2,33.830470823906985,Yes,1,3,0
700,33,Female,HR,Manager,Bachelor,6.2670814903963645,84714.35904993833,3,2,3,9.266161084540693,No,0,3,0
701,30,Female,Operations,Manager,PhD,3.848881379688004,64822.32578114588,4,2,3,13.832443395779418,Yes,1,0,0
702,43,Male,HR,Director,Bachelor,0.791276747312431,78002.97207687805,3,3,1,27.543079970938443,No,0,1,0
703,29,Male,Finance,Mid-Level,Master,3.6680677240480817,55000.17263262408,4,4,3,8.955065348005906,Yes,1,1,0
704,23,Male,Marketing,Lead,High School,1.1032198654106953,68244.29202431781,4,3,1,0.12135860384531336,No,0,4,0
705,22,Male,Engineering,Junior,PhD,0.8319069879524301,48609.56320125735,3,4,3,0.3489343478486522,Yes,0,4,0
706,39,Male,HR,Senior,High School,0.22741676777826342,101635.61080690645,2,2,3,12.11798122761089,No,0,2,0
707,24,Female,Sales,Manager,High School,4.088068448154351,68162.6424867317,4,1,3,3.272342293229098,No,0,4,0
